id,name,content
ket-ban-voi-ma,Kết Bạn Với Ma,"Laura là một hotgirl của trường, sống thời học sinh vui vẻ và rạng rỡ bên gia đình và 800 người bạn trên Facebook. Khi nhận lời kết bạn của cô bạn cùng lớp nhưng vô cùng bí ẩn - Marina, Laura đã vô hình chung tạo ra một lời nguyền cho chính mình. Tài khoản Facebook của cô gái đã chết nhưng linh hồn không siêu thoát đã khiến Laura rơi vào tình cảnh cô đơn, bi đát. Thế giới ảo và thực của cô bị thống trị bởi những hồn ma. Hơn nữa, những người bạn thân thiết cũng lần lượt bị giết chết một cách thảm thương. Cuối cùng liệu có ai sống sót, lời nguyền ma ám có thể bị phá vỡ? Chúc các bạn xem phim vui vẻ! Tags"
gieo-gi-gat-nay-nong-trai-thang-tien,Gieo Gì Gặt Nấy: Nông Trại Thẳng Tiến,"Tạm gác công việc trồng trọt, các bác &quot;nông dân&quot; Lee Kwang Soo, Doh Kyung Soo và Kim Woo Bin thẳng tiến đến đảo Jeju thầu ngay một trang trại chăn nuôi. Liệu cuộc sống ở nông trại với đồng cỏ xanh và những chú bò sữa có thực sự yên bình như họ tưởng tượng?"
truy-bat-linh-dao-ngu-phan-2,Truy Bắt Lính Đào Ngũ (Phần 2),Nhiệm vụ truy bắt lính đào ngũ của một binh nhì trẻ tiết lộ thực tế đau đớn mà mỗi người nhập ngũ phải chịu đựng trong thời gian đi nghĩa vụ bắt buộc.
truy-bat-linh-dao-ngu-phan-1,Truy Bắt Linh Đào Ngũ (Phần 1),Nhiệm vụ truy bắt lính đào ngũ của một binh nhì trẻ tiết lộ thực tế đau đớn mà mỗi người nhập ngũ phải chịu đựng trong thời gian đi nghĩa vụ bắt buộc.
tieng-goi-noi-hoang-da-2020,Tiếng Gọi Nơi Hoang Dã,"Bộ phim lấy bối cảnh cuộc đổ xô đi tìm vàng ở vùng Klondike, Yukon vào những năm 1890. Câu chuyện xoay quanh Buck, một chú chó to lớn, có trái tim ấm áp đang sống cuộc đời an nhàn trong một gia đình giàu có ở California.Cuộc sống của Buck bị đảo lộn hoàn toàn khi nó bị bắt cóc và bán đến vùng Yukon lạnh giá để làm chó kéo xe chở thư. Tại đây, Buck phải học cách sinh tồn giữa thiên nhiên khắc nghiệt và sự tàn nhẫn của con người. Sau nhiều biến cố và qua tay nhiều người chủ, Buck kết bạn với John Thornton (Harrison Ford) – một người đàn ông lớn tuổi đang gánh chịu nỗi đau mất mát. Cùng nhau, họ trải qua một chuyến hành trình phiêu lưu lớn, giúp Buck dần thức tỉnh bản năng nguyên thủy và tìm lại vị trí thực sự của mình trong thế giới tự nhiên."
tai-vach-mach-dung-ma-xo,Tai Vách Mạch Dừng (Ma Xó),"Alice trở về ngôi nhà thơ ấu sau khi mẹ qua đời, nhưng cô bỗng phát hiện có đầy thiết bị giám sát theo dõi mình sát sao. Trong khi đó, một thế lực đen tối bí ẩn dần cuốn cô vào sự thật kinh hoàng."
lo-lem,Lọ Lem,"Cô bé Lọ Lem tin rằng ước mơ về một cuộc sống tốt đẹp hơn sẽ thành hiện thực. Với sự giúp đỡ từ những người bạn chuột trung thành của cô ấy và một làn sóng đũa phép của Fairy Godmother, những miếng giẻ rách của Cinderella được biến thành một chiếc áo choàng lộng lẫy một cách kỳ diệu và cô ấy đi đến Royal Ball. Nhưng khi đồng hồ điểm nửa đêm, câu thần chú bị phá vỡ, để lại một chiếc dép thủy tinh duy nhất... chìa khóa duy nhất cho kết thúc câu chuyện cổ tích cuối cùng!"
gia-dinh-la-so-1-phan-3,Gia Đình Là Số 1 (Phần 3),"Trong phim Gia Đình Là Số 1 Phần 3, Ahn Nae Sang và Yoon Yoo Sun là đôi vợ chồng trung niên. Khi người chồng phá sản, gia đình họ phải chuyển về nhà của em vợ để sống cùng. Từ đây, mâu thuẫn cũng bắt đầu nảy sinh.Sẽ không còn tình tiết gây mỏi mệt như phần 2 mà sẽ toàn tiếng cười, bởi đó là thứ ta còn thiếu trong cuộc sống này. Bộ phim Gia Đình Là Số 1 Phần 3 đã lăng xê thành công nhiều tên tuổi từ những phần trước đó và thu hút khán giả bởi những tình tiết hài hước, vui nhộn nhưng cũng đầy ý nghĩa về gia đình"
chuyen-tinh-silom,Chuyện Tình Silom,"Một viên cảnh sát đang mang trong mình trái tim tan vỡ và phải che giấu một mối tình ngang trái, bất ngờ tìm thấy cơ hội thứ hai trong tình yêu khi anh giải cứu một cậu sinh viên đang gặp rắc rối tại một hộp đêm ở Silom. Giữa ánh đèn mờ ảo và nhịp sống hối hả của khu phố không ngủ, cuộc gặp gỡ định mệnh này đã gắn kết hai tâm hồn đang tổn thương, giúp họ cùng nhau vượt qua những định kiến và rào cản để đi tìm hạnh phúc thực sự."
trang-trai-dutton,Trang Trại Dutton,"Trang trại Dutton là series cao bồi, chính kịch, tập trung vào hành trình mới của cặp đôi biểu tượng được người hâm mộ vô cùng yêu thích trong vũ trụ nổi tiếng Yellowstone, Beth Dutton và Rip Wheeler. Tiếp nối ngay sau biến cố cuối cùng của gia tộc Dutton trong loạt phim gốc Yellowstone, Beth và Rip quyết định rời khỏi Montana để xây dựng tương lai mới tại Trang trại Dutton ở Texas cùng Carter, cậu bé họ xem như con trai của mình, nhưng vùng đất mới này vốn không hề dễ sống. Trang trại mới của họ nhanh chóng trở thành mục tiêu của bà trùm chăn nuôi địa phương, những tay tài phiệt muốn thâu tóm đất đai và cả giới chính trị. Rip phải quay lại cuộc sống đẫm máu quen thuộc để bảo vệ gia đình, còn Beth tiếp tục dùng trí thông minh, sự tàn nhẫn và bản lĩnh thép để chống lại mọi kẻ thù. Với dàn diễn viên hạng A, cùng với nhịp phim dồn dập, các pha hành động đậm chất Viễn Tây… đã tạo nên thương hiệu của đạo diễn tài năng Taylor Sheridan hứa hẹn dây là bộ phim không thể bỏ lỡ của các tín đồ điện ảnh."
cung-nguoi-vuot-kiep,Cùng Người Vượt Kiếp,"Nhân vật trung tâm là Ân Kỳ – một hoàng tử thất sủng sống trong triều đình đầy âm mưu. Người duy nhất luôn đứng về phía anh là Bùi Ngạn Chi, một cận thần lạnh lùng nhưng trung thành tuyệt đối. Ở kiếp đầu, vì tranh quyền đoạt vị và hiểu lầm trong cung, Bùi Ngạn Chi bị hãm hại rồi chết thảm. Ân Kỳ cũng mất tất cả và mang theo hối hận lớn nhất đời mình."
lop-hoc-tinh-yeu-phan-3,Lớp Học Tình Yêu (Phần 3),"Hyun Jae và Soo An từng gặp nhau trong một chương trình sống còn tuyển chọn idol. Trong thời gian thi đấu, cả hai dần nảy sinh tình cảm. Tuy nhiên cuối cùng chỉ có Hyun Jae được debut, còn Soo An bị loại, khiến họ phải chia xa dù vẫn còn tình cảm với nhau."
kfc,KFC,"Nhân vật trung tâm là một cậu bé béo phì sống cùng cha. Người cha bên ngoài có vẻ bình thường nhưng thực chất là một kẻ biến thái, sát hại và ăn thịt người. Ông ta còn cho con trai ăn thịt người, góp phần khiến cậu bé ngày càng béo phì."
trach-thien-ky,Trạch Thiên Ký,"Sinh ra đã bị thời gian kết án, chàng trai họ Trần mang theo hơi thở mong manh bước ra khỏi núi hoang, chọn đối diện vận mệnh thay vì chờ nó khép lại. Một thân bệnh tật, một lòng không khuất phục, đó là hành trang duy nhất khi hắn tiến vào trung tâm quyền lực của thiên hạ, nơi kẻ yếu chỉ là quân cờ. Thế cuộc không dung người trái ý. Một mối ràng buộc từ quá khứ khiến hắn trở thành mục tiêu, bị đẩy khỏi ánh đèn danh vọng, lưu đày vào nơi hoang phế. Chính tại chốn bị quên lãng ấy, &nbsp;hắn lật mở cổ điển thất truyền, lấy tri thức xưa làm đuốc, từng bước dò đường giữa bóng tối. Giữa chiến địa phong kín, hắn gặp lại người con gái mang dung nhan phượng hoàng dưới lớp ngụy trang. Hai người kề vai trong máu lửa, lấy sinh tử vá lại niềm tin, đập tan mưu đồ hắc ám."
theo-duoi-tinh-yeu-2026,Theo Đuổi Tình Yêu,"Song, một nữ nghiên cứu sinh ẩm thực mang phong cách &quot;mọt sách quyến rũ&quot;, đã có một đêm cuồng nhiệt với một người phụ nữ bí ẩn dưới một điều kiện nghiêm ngặt: không ràng buộc tình cảm. Thế nhưng, đối phương đã vi phạm thỏa thuận khi chủ động đòi hỏi một sự gắn kết về mặt cảm xúc. Song lập tức chấm dứt cuộc gặp gỡ nóng bỏng ấy và quay lưng bước đi.&nbsp; Nhưng trái đất quả thực rất tròn. Người phụ nữ đêm đó hóa ra lại là Piangrawin — con gái cưng của chủ tịch tập đoàn nơi Song đang làm việc. Và Piangrawin thì không dễ dàng buông tay đến vậy. Cô nàng bắt đầu theo đuổi Song với sự si mê và trung thành như một chú cún con, dùng sự quyến rũ đầy táo bạo của mình để len lỏi và làm đảo lộn cả trái tim lẫn cuộc sống thường nhật của Song. Thậm chí, cô còn tuyên bố rằng mình đã đặt sẵn tên cho đứa con tương lai của hai người."
muon-dung-nhan,Mượn Dung Nhan,"Sau khi mất trí nhớ, Kiều Tiểu Mễ bị anh trai Kiều Chí Uy gây khó dễ ngay trong đám tang của bố. Đúng lúc đó, chồng sắp cưới của cô là Tần Dữ mất tích ba năm trời bất ngờ xuất hiện giải vây cho cô. Với sự giúp đỡ của Tần Dữ, ký ức của Tiểu Mễ dần hé lộ về vụ hỏa hoạn chết người trong quá khứ. Thế nhưng, sự xuất hiện của Tần Dữ thực chất lại là sắp đặt của Kiều Chí Uy. Khi sự thật dần được phơi bày, tình yêu nảy sinh từ những lời dối trá ấy cũng đứng trước lựa chọn đầy nghiệt ngã."
goi-ngay-bac-si-khuong,Gọi Ngay Bác Sĩ Khương!,"Bác sĩ phẫu thuật răng hàm mặt Khương Thiên Tài, người có thiên phú xuất chúng nhưng tính cách kiêu ngạo, bất ngờ rơi vào giai đoạn thất bại nhất cuộc đời. Sau nhiều biến cố, anh đến một bệnh viện nha khoa tại thành phố ven biển nhỏ để bắt đầu lại từ đầu. Trong không gian phòng khám nhỏ bé, anh dần mài giũa bản thân bằng sự tận tâm với nghề và học được cách đồng cảm với bệnh nhân trong hành trình bảo vệ sức khỏe răng miệng cho họ. Giữa nhịp sống bình dị của thị trấn ven biển và hơi ấm của ngành y, Khương Thiên Tài từng bước trưởng thành, trở thành một người thầy thuốc vừa giỏi chuyên môn vừa giàu y đức và lòng nhân ái."
manh-ghep,Mảnh Ghép,"Bộ phim đi sâu khám phá những góc khuất tâm lý ẩn sau tình yêu và tội ác giết người tại một thị trấn nghỉ dưỡng nhỏ vùng núi mờ sương. Câu chuyện theo chân Olivia Lake, một tác giả kiêm họa sĩ minh họa sách thiếu nhi vô cùng nổi tiếng, người mà sự nghiệp văn chương lẫy lừng đã biến cô thành một biểu tượng, một ngôi sao địa phương được săn đón trong cộng đồng dân cư khăng khít nơi đây."
mildred-pierce,Mildred Pierce,Bộ phim truyền hình ngắn do HBO sản xuất xoay quanh hành trình của một phụ nữ trẻ từ một bà nội trợ trở thành chủ nhân chuỗi nhà hàng nổi tiếng trong thập kỉ 1940.
song-hanh-phuc-mai-mai-truyen-co-tich-cho-moi-dua-tre,Sống Hạnh Phúc Mãi Mãi: Truyện Cổ Tích Cho Mọi Đứa Trẻ,"<em>Happily Ever After: Fairy Tales for Every Child</em> là một loạt phim truyền hình hoạt hình tuyển tập của Mỹ. Bộ phim kể lại các câu chuyện cổ tích kinh điển quen thuộc nhưng được làm mới hoàn toàn dưới góc nhìn đa văn hóa, đa sắc tộc, kết hợp với các phong cách âm nhạc độc đáo và sự tham gia lồng tiếng của nhiều ngôi sao nổi tiếng."
con-sot-san-co-giai-ngoai-hang-anh-troi-day,Cơn Sốt Sân Cỏ: Giải Ngoại Hạng Anh Trỗi Dậy,"Ngày xửa ngày xưa, bóng đá vốn dĩ chỉ là một trò chơi đơn thuần... Câu chuyện được kể lại từ chính những người đã sống trong thời kỳ đó, và cả những người đã biến &quot;trò chơi đẹp&quot; này thành một ngành kinh doanh trị giá hàng tỷ bảng Anh. Nơi hội tụ của những bàn thắng đỉnh cao, sự hào nhoáng và vinh quang rực rỡ."
chu-cho-anh-hung,Chú Chó Anh Hùng,"Câu chuyện có thật về chú chó được trao tặng nhiều huân chương nhất trong lịch sử quân đội Mỹ — Trung sĩ Stubby — và mối gắn kết bền chặt, kiên cường mà chú đã xây dựng cùng những người đồng đội của mình nơi chiến hào khốc liệt của Thế chiến thứ nhất."
lua-trang-2026,Lửa Trắng,"Phim xoay quanh cuộc chiến chống tội phạm ma túy trong thời đại công nghệ số. Một loại ma túy mới mang tên &quot;Bụi Trắng&quot; được ngụy trang dưới nhiều vỏ bọc hợp pháp và lan rộng qua mạng xã hội, livestream và giới giải trí. Lực lượng công an phải đối đầu với các đường dây tội phạm ngày càng tinh vi để triệt phá tổ chức đứng sau."
hanh-trinh-cua-baki-samurai-bat-bai,Hành Trình Của Baki: Samurai Bất Bại,Baki và những võ sĩ mạnh nhất Đấu trường ngầm đối mặt với mối đe dọa mang tầm lịch sử: Miyamoto Musashi – samurai vĩ đại nhất Nhật Bản – hồi sinh.
thien-su-nha-ben-phan-2,Thiên Sứ Nhà Bên (Phần 2),"Sau khi bị cảm lạnh khi đưa chiếc ô duy nhất của mình cho một cô gái đang ngồi dưới mưa, Amane Fujimiya chỉ mong cô ấy cuối cùng sẽ trả lại nó. Tuy nhiên, Mahiru Shiina, &quot;Thiên thần&quot; của trường Amane và là hàng xóm của cậu, lại cho cậu nhiều hơn thế.

Từ duy nhất Mahiru có thể mô tả sự hỗn loạn là &quot;khó coi&quot;. Nhưng bất chấp sự miêu tả không thiện cảm của cô ấy, Mahiru vẫn tiếp tục giúp đỡ Amane đang vô vọng. Có điều gì mà Thiên sứ không làm được không?"
thay-tatsuki-qua-de-tinh,Thầy Tatsuki Quá Dễ Tính,"Tại trường giáo dục thay thế dành cho trẻ không hợp lớp học truyền thống, cách dạy thoải mái của Tatsuki khiến Shizuku nghiêm khắc bối rối, khi họ học cách kết nối với học sinh."
snowball-earth-trai-dat-dong-bang,Snowball Earth: Trái Đất Đóng Băng,"Một thiếu niên hướng nội, gặp khó khăn trong giao tiếp, nhưng lại được mọi người gọi là “cứu tinh”, điều khiển một robot khổng lồ có ý thức riêng, theo hạm đội vũ trụ rời Trái Đất, bước vào hành trình tiêu diệt quái vật trong dải ngân hà. Không ngờ, trong trận chiến cuối cùng, cậu lại vô tình thất bại. Ngay lúc đó, robot khổng lồ quyết định kích hoạt chế độ tự phát nổ, đồng thời dùng khoang thoát hiểm đưa cậu trở về Trái Đất. Thế nhưng, khi cậu an toàn trở lại, cảnh tượng trước mắt lại là một Trái Đất trắng xóa, đóng băng, không còn sự sống…"
karna-nguoi-bao-ve,Karna Người Bảo Vệ,"Karna vốn sống như một cậu bé bình thường cho đến khi ác quỷ cổ xưa Kalimba thoát khỏi phong ấn và gieo rắc sự hỗn loạn khắp thế giới. Khi bóng tối xâm chiếm chính người mẹ của mình, sức mạnh trong Karna bừng tỉnh, hé lộ thân phận thực sự: Người Cân Bằng – một Hộ vệ được sinh ra để khôi phục lại sự hài hòa cho thế giới. Để cứu mẹ và ngăn chặn sự tàn phá của Kalimba, Karna phải rèn luyện để làm chủ nguồn sức mạnh tiềm ẩn, bằng không cậu sẽ mất đi tất cả những gì mình yêu thương."
giot-ruou-than-thanh-2026,Giọt Rượu Thần Thánh,"Khi nhà phê bình rượu vang nổi tiếng thế giới Toyotaka Kanzaki qua đời, &nbsp;ông để lại một bộ sưu tập đáng ghen tị. Di chúc hứa sẽ trao toàn bộ gia sản cho bất cứ ai đoán đúng nhãn hiệu và năm sản xuất của 12 loại rượu vang hảo hạng nhất mà ông đã chọn, &nbsp;và loại rượu vang huyền thoại đứng đầu trong số đó, &quot;Drops of God&quot; (Giọt Thần). Những người thách đấu là con trai của Toyotaka, &nbsp;Shizuku Kanzaki, và một nhà phê bình trẻ tuổi, Issei Tomine, người được Toyotaka nhận làm con nuôi."
dang-say-tua-doa-bach-hop-kamiina-botan,Dáng Say Tựa Đoá Bách Hợp (Kamiina Botan),"Câu chuyện xoay quanh Kamiina Botan, một cô sinh viên năm nhất 20 tuổi vừa bắt đầu cuộc sống tự lập tại ký túc xá. Tại đây, Botan đã gặp gỡ những người tiền bối cá tính và cùng họ xây dựng những tình bạn bền chặt thông qua những buổi “nhâm nhi” đầy thú vị."
dau-la-dai-luc-2-tuyet-the-duong-mon,Đấu La Đại Lục 2 (Tuyệt Thế Đường Môn),"Nơi đây không có ma pháp, không có hơn thua, không có võ thuật, nhưng lại có võ hồn. Đường Môn suy thoái sau khi đã thành lập được vạn năm ở Đấu La Đại Lục. Một lớp anh tài xuất hiện, liệu thế hệ Thất quái Sử Lai Khắc mới này có chấn hưng được Đường Môn, viết nên bài ca tuyệt thế Đường Môn hay không? Hồn thú triệu năm, Tử Linh Thánh Pháp Thần nắm giữ Nhật Nguyệt Trích Tinh, hệ thống Hồn Đạo Khí hoàn toàn mới khiến Đường Môn suy yếu. Tất cả thần khí đều sẽ lần lượt xuất hiện. Ám khí Đường Môn liệu có chấn hưng được uy phong, Đường Môn có thể tái hiện được huy hoàng hay không?"
thuong-nguyen-do,Thương Nguyên Đồ,"Bối cảnh phim là Thương Nguyên Giới, nơi mà yêu tà hoành hành. Mạnh Xuyên từ nhỏ đã mất mẹ vì yêu quái, từ đó anh lập lời thề phải tiêu diệt yêu tà. Anh gia nhập Đạo viện Kính Hồ, bắt đầu con đường tu luyện của mình.

Trên con đường tu luyện, Mạnh Xuyên gặp gỡ nhiều người bạn mới, cũng như đối mặt với nhiều thử thách nguy hiểm. Anh phải chiến đấu với yêu quái, vượt qua những gian nan thử thách, và dần dần trưởng thành.

Bộ phim có cốt truyện hấp dẫn, đồ họa đẹp mắt và các nhân vật được xây dựng tốt."
tham-khong-bi-ngan,Thâm Không Bỉ Ngạn,"Tân thuật tôn sùng việc tu tiên bằng khoa học kỹ thuật trỗi dậy, trong khi Cựu thuật tu chân đã được lưu truyền ngàn năm lại dần dần suy tàn. Vương Huyên, một thiếu niên thiên tài của Cựu thuật, đã vô tình gia nhập tổ chức bí ẩn Mật Lộ. Trong một loạt các cuộc phiêu lưu mạo hiểm và kịch tính, từ việc đoạt chí bảo, chiến đấu với Tân thuật, đến đối đầu với các Liệt Tiên, cậu đã khám phá ra bí mật to lớn được ẩn giấu của Cựu thuật. Để đối phó với một cuộc khủng hoảng khổng lồ sắp ập đến, Vương Huyên đã không ngần ngại tiến sâu vào vũ trụ, thách thức giới hạn trưởng thành của bản thân."
thanh-pho-phi-hanh-gia-phan-1-can-cu-star-city,Thành Phố Phi Hành Gia (Phần 1) (Căn Cứ Star City),"Bước vào một chương mới đầy kịch tính lấy cảm hứng từ Cuộc Chiến Không Gian. Vẫn là vũ trụ lịch sử giả định đó, nhưng từ góc nhìn khác: góc nhìn của Liên Xô. Hãy cùng vượt qua Bức màn Sắt để theo chân các phi hành gia, kỹ sư và sĩ quan tình báo, những người đã đánh cược tất cả trong cuộc đua lên Mặt Trăng."
nhat-nhan-chi-ha-phan-6-nguoi-tren-van-nguoi,Nhất Nhân Chi Hạ (Phần 6) (Người Trên Vạn Người),"Sau biến cố tại Bích Du Thôn, Trương Sở Lam tiếp tục hành trình tìm kiếm bí mật về thân thế của Phùng Bảo Bảo. Lần này, anh tới bái kiến lão nhân gia Lục Cẩn và may mắn có được danh sách của &quot;Ba mươi sáu tặc&quot;. Cũng từ đây, Trương Sở Lam tình cờ phát hiện ra chân tướng sự việc Kim Phượng bị bắt cóc. Để ngăn chặn những báu vật của Vô Căn Sinh rơi vào tay kẻ xấu, nhóm của Trương Sở Lam đã quyết định dấn thân vào sâu trong dãy núi Tần Lĩnh, hướng về phía Nhị Thập Tứ Tiết Cốc đầy rẫy hiểm nguy..."
dai-luc-linh-vo,Đại Lục Linh Võ,"Một thế giới mà linh lực và võ hồn cùng tồn tại, chỉ một ý niệm của linh tu có thể dời non lấp biển, võ giả tay không phá vỡ thiên địa. Thiên tài Thần Thiên, sau 10 tuổi võ hồn không thấy, linh hải khô cạn, trở thành phế vật của gia tộc. Sau đó vào nhầm đại trận của Cổ Kiếm Đế, có được cơ duyên lớn, từ đó cuộc đời thay đổi, phá Thiên Đạo, nắm giữ luân hồi, độ Đế kiếp, trở thành người đứng đầu Linh Võ Đại Lục."
dong-song-toi-ac-phan-1,Dòng Sông Tội Ác (Phần 1),"Bão tố đang kéo đến với hai luật sư tưởng như đang có cuộc hôn nhân hoàn hảo, khi kẻ sát nhân khét tiếng trong quá khứ của họ được trả tự do."
ban-nang-nguoi-me-2026,Bản Năng Người Mẹ,"Chuyến du lịch nước ngoài của hai mẹ con bỗng rẽ sang hướng bi thảm khi Gali bị bắt vì tội tàng trữ ma túy. Không chấp nhận những cáo buộc đó, mẹ cô, Orna, sẵn sàng đánh cược tất cả trong hành trình tìm kiếm tự do cho con — để rồi bị cuốn vào mạng lưới những bí mật của Gali."
thu-thoai-cua-isabelle-thu-thoai-cho-isabelle,Thư Thoại Của Isabelle (Thư thoại cho Isabelle),Những tin nhắn thoại hài hước và đầy tâm sự mà một cô gái trẻ gửi cho người chị quá cố vô tình được chuyển đến một người lạ – và anh dần phải lòng cô từ phương xa.
khi-chong-hop-luc,Khi Chồng Hợp Lực,Chồng cũ và chồng mới hợp sức cứu gia đình khỏi băng đảng ma túy trong bộ phim hành động hài lầy lội của đạo diễn Park Gyu Tae (&quot;Bỗng dưng trúng số&quot;).
cuon-sach-to-mau-cua-mason,Cuốn sách tô màu của Mason,"Hành trình đưa con trai đi xem trận bóng chày đầu tiên của người cha vừa góa vợ trở thành chuyến đi kéo dài 1 ngày, thử thách nghị lực và sự kiên cường trong bộ phim xúc động này."
ban-nang-lam-me,Bản năng làm mẹ,Một người phụ nữ bị cảnh sát chặn xe và khai rằng vừa sinh con. Nhưng đứa bé và máu đều không phải của cô ta. Lời dối trá hiểm độc bị phơi bày trong phim tài liệu về tội phạm này.
oasis,Oasis,"Khi một cô gái trẻ biến mất một cách bí ẩn khỏi khu nghỉ dưỡng sang trọng, cả nhân viên và khách đều trở thành nghi phạm. Họ mắc kẹt bên trong cho đến khi sự thật được phơi bày."
manh-ky-uc-dac-biet,Mảnh ký ức đặc biệt,"Sau khi tìm thấy tình yêu ngoài mong đợi, cặp đôi nọ nhận được chẩn đoán mắc bệnh Alzheimer đầy đau đớn, khiến giấc mơ về tương lai bên nhau đứng trước nguy cơ tan vỡ."
tam-tay-lua-dao,Tám Tay Lừa Đảo,"Miễn cưỡng liên thủ, tám tay lừa đảo toan thực hiện phi vụ nguy hiểm nhất từ trước đến nay: lừa chính những tên tội phạm đứng sau một mạng lưới lừa đảo ngầm khổng lồ."
ke-hoach-gau-truc-2-bo-toc-ky-dieu,Kế Hoạch Gấu Trúc 2: Bộ tộc kỳ diệu,"Chú gấu trúc &quot;Huhu&quot; sắp chuyển đến chuồng nuôi mới thì bất ngờ bị một tên cướp quốc tế tấn công. Trong lúc giao chiến với bọn cướp, Huhu ngã xuống vách đá, rồi tỉnh dậy và phát hiện mình đang ở trong một bộ lạc bí ẩn. Để trở về chuồng, nhóm người thú vị này giúp bộ lạc giải quyết nhiều vấn đề khác nhau..."
digimon-beatbreak,DIGIMON BEATBREAK,"&quot;e-Pulse&quot;, được tạo ra bởi suy nghĩ và cảm xúc của con người, đã được sử dụng làm nguồn năng lượng cho thiết bị hỗ trợ AI &quot;Sapotama&quot;. Từ bóng tối của sự phát triển đáng kinh ngạc này, những con quái vật đáng sợ xuất hiện. Digimon là những sinh vật sống tiến hóa bằng cách tiêu thụ e-Pulse. Tomoro Tenma bị cuốn vào một trải nghiệm phi thường sau khi gặp Gekkomon, người đột nhiên xuất hiện từ Sapotama của mình. Trong khi sống cùng Kyo Sawashiro và các thành viên khác của đội săn tiền thưởng &quot;Golden Dawn&quot;, Tomoro đã củng cố lại quyết tâm của mình. Tương lai mới nào sẽ được kiến tạo bởi con người và Digimon?"
magi-sinbad-phieu-luu-ky,Magi: Sinbad Phiêu Lưu Ký,"Phim kể về câu chuyện của cuộc sống ban đầu của Sinbad, khi cậu bị bắt trong ngục tối."
cong-chua-chien-binh-va-vua-da-nhan-himekishi-wa-barbaroi-no-yome,Công Chúa Chiến Binh Và Vua Dã Nhân (Himekishi wa Barbaroi no Yome),"“Hãy giết tôi đi!” Đó là những lời của Serafina de Lavillant, nữ hiệp sĩ mạnh nhất phương Tây. Sau khi bị đánh bại trong cuộc chiến với phương Đông, nàng đã trở thành tù nhân của bọn man rợ! Điều chờ đợi Serafina là một cuộc sống đầy báo thù, tra tấn và sỉ nhục… ít nhất nàng đã nghĩ vậy! Thay vào đó, điều nàng được đề nghị là một cuộc hôn nhân với vị vua man rợ?! Một câu chuyện ly kỳ về cuộc hôn nhân siêu nhiên sắp bắt đầu!"
tadaima-ojamasaremasu,"Tadaima, Ojamasaremasu!","Đây có phải là kiểu “ở ghép” thời nay không vậy?! Rinko – một nhân viên văn phòng 24 tuổi – sống một mình và bí mật là một otaku. Một ngày nọ, căn hộ của cô bất ngờ bị “thông” với hai phòng bên cạnh thông qua một cái lỗ trên tường. Ở phòng bên trái là một chàng trai trẻ trung, trông hiền lành nhưng lại đầy bí ẩn, và cực kỳ ngọt ngào với Rinko. Còn phòng bên phải là một người đàn ông có xu hướng bạo lực, cũng bí ẩn không kém... Nhưng khoan đã! “Mình… mình nghĩ là mình biết anh ta!” Không gian riêng tư duy nhất của Rinko – căn hộ của cô – giờ đã bị đảo lộn hoàn toàn. Từ đó, mỗi ngày của cô đều tràn ngập những tình huống hồi hộp, tim đập nhanh!"
mot-tram-canh-dep-cua-awajima,Một Trăm Cảnh Đẹp Của Awajima,"Tại Trường Opera Awajima, những cô gái từ khắp nơi trên Nhật Bản luôn nỗ lực để giành được một vị trí trên sân khấu. Wakana tiến bước nhờ tình yêu mãnh liệt dành cho nhạc kịch, trong khi Kinue theo đuổi việc học với sự kỷ luật thầm lặng. Emi, một học sinh nhận học bổng, thu hút sự chú ý của tất cả mọi người — nhưng đặc biệt là từ Keiko, người luôn phải vật lộn giữa lòng ngưỡng mộ và sự so bì. Thông qua những góc nhìn thay đổi luân phiên, những ngày tháng đan xen của họ khám phá về tham vọng, tình bạn và hành trình tự khám phá bản thân."
monster-eater,Monster Eater,"Rude, một mạo hiểm giả hạng E. Kỹ năng duy nhất của anh, &quot;Vô hiệu hóa trạng thái bất thường&quot;, là một khả năng cực kỳ hạn hẹp, vốn chỉ được coi là hữu ích cho việc hái thảo dược trong những hầm ngục đầy chướng khí. Với khả năng chiến đấu gần như bằng không, đồng đội thường chế nhạo anh bằng biệt danh &quot;Kẻ nhặt rác trong chướng khí&quot;.&nbsp; Trong một nỗ lực tuyệt vọng để thay đổi cuộc đời, Rude dấn thân vào một hầm ngục mới — để rồi bị chính tổ đội của mình phản bội và bỏ mặc cho đến chết. Khi nhu yếu phẩm đã cạn kiệt và sự sống dần lụi tàn, anh đã đưa ra một lựa chọn cấm kỵ: ăn thịt quái vật.&nbsp; Từ đây bắt đầu cuộc hành trình mạo hiểm mang tên &quot;Nuốt chửng quái vật&quot; của Rude, nơi anh chiếm đoạt được những kỹ năng mới chỉ bằng cách ăn thịt kẻ thù của mình!"
kujima-hot-ca-nha-veo-von-kujima-utaeba-ie-hororo,"Kujima Hót, Cả Nhà Véo Von (Kujima Utaeba Ie Hororo)","Vào mùa thu năm nhất trung học, Arata Kouda gặp Kujima, một sinh vật kỳ lạ trông giống như một con chim. Vì Kujima đang đói, Arata mang nó về nhà… Nhưng vì anh trai cậu thi trượt kỳ thi tuyển sinh, Kujima trở nên quá khích và cuối cùng sống nhờ ở nhà Kouda. Nó nói chỉ đến khi nào nó vượt qua được mùa đông và đón chào sự ấm áp của mùa xuân, nhưng…"
